guide	element	locus	gene	minus_v1_normalized	minus_v2_normalized	plus_v1_normalized	plus_v2_normalized	minus_auxin_effect	plus_auxin_effect
220629_CohesinTapseq_g10_pool_1	chr11:69064046-69065281	chr11	ORAOV1	0.7721076364490194	1.0388860367397088	1.5647704554661443	1.031482881564116	0.9054968365943641	1.2981266685151303
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	CCND1	0.8861342711385816	0.8698734199235982	0.9338351513923528	1.084671405606608	0.8780038455310899	1.0092532784994805
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	CTTN	1.0177703396900555	1.0657517938028267	0.9640441378503902	0.9533223434016548	1.041761066746441	0.9586832406260225
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	ANO1	0.4124664301446537	0.2376409786223177	0.3532573740670407	0.38605859829808664	0.3250537043834857	0.3696579861825637
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	FADD	0.9403040482266964	0.9844923121471456	0.9772502093516356	0.7402777846526483	0.962398180186921	0.8587639970021419
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	PPFIA1	1.052827084741619	1.1035841296644302	0.8975871566926984	0.8601287098043853	1.0782056072030246	0.8788579332485418
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	IGHMBP2	1.0643942967502409	1.0532025721660263	0.8683791474703273	0.9367547147216915	1.0587984344581336	0.9025669310960094
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	MYEOV	0.8986161317210029	1.2950647578255179	0.34082144585271756	0.4932700842784347	1.0968404447732603	0.4170457650655761
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	FGF19	0.682533624008921	1.0411605329742037	0.9142885013127106	1.233784962402013	0.8618470784915624	1.0740367318573618
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	CPT1A	0.8700613778160688	1.110460869250617	1.0182807722297447	0.9271109740242844	0.990261123533343	0.9726958731270146
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	MRPL21	1.0510078541994545	1.0155797345453201	0.9361786193817687	1.0035275092290539	1.0332937943723874	0.9698530643054113
220629_CohesinTapseq_g10_pool_2	chr11:69064046-69065281	chr11	ORAOV1	0.9886330406377536	0.8474491356609569	1.3983986619502689	0.9905097163955582	0.9180410881493553	1.1944541891729135
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	CCND1	0.8173509767014457	0.9430777157352769	0.8257612695720037	0.9989051388825144	0.8802143462183614	0.912333204227259
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	CTTN	0.9672173435574897	1.0958012383154208	0.9909460349263871	0.9841794399833271	1.0315092909364552	0.9875627374548571
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	ANO1	1.1167321116103621	1.2427712601698864	0.8190113812780659	0.5755736348780899	1.1797516858901242	0.6972925080780779
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	FADD	1.2444198271816616	1.0835094088157027	0.9024379937046733	0.8939527513569533	1.163964617998682	0.8981953725308133
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	PPFIA1	0.7368985809578567	1.175843149005284	1.096573093387327	0.8377084832195733	0.9563708649815703	0.9671407883034502
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	IGHMBP2	1.1723609806833346	1.1436734544572504	1.0442805879792458	1.0227302801627858	1.1580172175702925	1.033505434071016
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	MYEOV	0.8695456850701924	0.8469470412153951	0.5803694896401467	0.36872004084619625	0.8582463631427937	0.47454476524317146
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	FGF19	0.6730047946951182	0.6223006793516487	1.2805137938654576	1.2032173222331264	0.6476527370233834	1.2418655580492919
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	CPT1A	1.0319842934516177	0.9471083025478378	0.9036962319429768	0.961928319458267	0.9895462979997278	0.9328122757006219
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	MRPL21	1.049929706735321	0.9861055940026944	0.9800869898245907	1.1046695949245664	1.0180176503690077	1.0423782923745786
220629_CohesinTapseq_g10_pool_3	chr11:69064046-69065281	chr11	ORAOV1	1.454007683208547	1.0931593938790343	1.286953485973372	1.1842552177807966	1.2735835385437906	1.2356043518770843
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	CCND1	0.8017562701779836	0.9028565912570381	0.828429571100493	0.8654858984669569	0.8523064307175108	0.8469577347837249
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	CTTN	0.9124650833369218	0.9124866621212424	1.0355218999853821	0.972294461158893	0.912475872729082	1.0039081805721375
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	ANO1	0.703914856029841	1.011313578624637	0.2079056002069333	1.295646784277946	0.857614217327239	0.7517761922424396
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	FADD	1.0684831111523883	0.7779376096988294	1.078573748801933	1.0666135638510035	0.9232103604256088	1.0725936563264682
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	PPFIA1	0.7389980574757596	0.9846991265273064	1.1916506937366584	0.8280129287729545	0.8618485920015331	1.0098318112548066
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	IGHMBP2	3.201808602802674	0.8236866914569747	0.7854067007495503	1.0115209071389986	2.0127476471298245	0.8984638039442745
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	MYEOV	0.7881038533622209	1.245658303199172	0.7146184387369457	0.7898238745872938	1.0168810782806963	0.7522211566621197
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	FGF19	1.1153508164717385	1.109734877919687	1.5400121870172838	0.9358555525936095	1.1125428471957126	1.2379338698054467
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	CPT1A	1.0414200796302877	0.9993566767439369	0.9152161430674448	1.08473599202234	1.0203883781871124	0.9999760675448924
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	MRPL21	1.0023018954571157	0.8821660450691076	1.1115292459618327	0.9695085288893214	0.9422339702631116	1.040518887425577
220629_CohesinTapseq_g10_pool_4	chr11:69064046-69065281	chr11	ORAOV1	0.9053890827434157	0.7298587197977636	1.4796640731744584	0.7428383855811208	0.8176239012705897	1.1112512293777896
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	CCND1	0.9754839690412261	0.8023314837700112	0.9138313767609104	1.2581379220669535	0.8889077264056187	1.085984649413932
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	CTTN	1.0935355437712293	1.0070674324559685	1.0059044690744905	1.1187429867875403	1.050301488113599	1.0623237279310154
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	ANO1	0.8953120809805426	0.6056081409958793	1.685738371035048	0.7638496434817532	0.750460110988211	1.2247940072584007
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	FADD	1.144546409114665	0.9421547579955635	1.0544960668875911	1.3157330105482667	1.0433505835551142	1.185114538717929
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	PPFIA1	1.1115885542418866	0.8114117661775384	0.8972348893234252	0.7617588947396735	0.9615001602097125	0.8294968920315493
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	IGHMBP2	1.5880840896148833	0.9833216587997213	1.0033894381303	0.477815784308916	1.2857028742073022	0.740602611219608
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	MYEOV	0.7336095120837333	0.6214752732861283	0.5916988732240608	0.8017613402564875	0.6775423926849308	0.6967301067402741
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	FGF19	0.4560014252725593	0.9991337860596812	1.054738143434053	0.7617221435385306	0.7275676056661202	0.9082301434862918
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	CPT1A	1.006042922225054	1.037704744093072	0.9186453392343595	0.9260831341659889	1.0218738331590629	0.9223642367001742
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	MRPL21	0.8354131045113664	1.0915573526764566	0.8731375843682389	1.4875867488255672	0.9634852285939115	1.180362166596903
220629_CohesinTapseq_g10_pool_5	chr11:69064046-69065281	chr11	ORAOV1	1.2340370263604596	0.7312581864504999	1.291712392719073	0.9603088976076302	0.9826476064054798	1.1260106451633516
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	CCND1	0.7438582861123665	0.9439033517930376	0.7977807815833291	1.05423612547344	0.8438808189527021	0.9260084535283846
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	CTTN	1.034694553757962	1.1397743152227902	0.9619107164393448	1.004458554803902	1.0872344344903762	0.9831846356216234
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	ANO1	1.4224970242142267	0.8714321411749992	0.9940682068521854	0.2905087167274592	1.146964582694613	0.6422884617898224
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	FADD	1.0941956422993864	1.0703384625682826	0.954747263071118	0.9719735135920314	1.0822670524338345	0.9633603883315747
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	PPFIA1	1.0939697207786778	1.0101191563473066	0.905163882260266	0.9407798150847008	1.0520444385629921	0.9229718486724834
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	IGHMBP2	0.8574383235340073	1.4216251222709964	0.897621228811675	1.1330500247087805	1.1395317229025017	1.0153356267602278
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	MYEOV	0.6327664110409419	0.876961861401989	0.3014899857054484	0.5472429518966642	0.7548641362214654	0.4243664688010563
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	FGF19	0.7513691356769747	1.0874780326558033	0.3333786765251568	0.5940261981589426	0.919423584166389	0.46370243734204974
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	CPT1A	1.1989842410951042	1.0008649217532846	0.8706024609031686	0.9484157847593662	1.0999245814241942	0.9095091228312674
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	MRPL21	0.9154061256115253	0.952779777674565	0.9286726581075441	0.9333165872923738	0.9340929516430452	0.9309946226999589
220629_CohesinTapseq_g10_pool_6	chr11:69064046-69065281	chr11	ORAOV1	1.161515693696856	0.9320229895817949	1.1026023597273027	1.305282335542702	1.0467693416393256	1.2039423476350022
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	CCND1	0.8709994797185874	0.8916588701161443	0.8202110194489788	0.9577713795569367	0.8813291749173658	0.8889911995029578
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	CTTN	1.019346507869601	1.0436231363082935	0.9000790028043123	0.933825826170739	1.0314848220889472	0.9169524144875256
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	ANO1	1.4297998015032412	0.4828261152961375	1.1583145912012436	0.5843748548931288	0.9563129583996893	0.8713447230471862
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	FADD	0.7599932881359291	1.0719595573282292	0.932335498935272	1.0191084497295302	0.9159764227320792	0.975721974332401
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	PPFIA1	1.0734201845384252	0.734651036849142	1.0390593569033102	1.028605949008928	0.9040356106937837	1.0338326529561193
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	IGHMBP2	1.0629101124443905	0.7364654410316428	1.062797246726072	0.5131894700280875	0.8996877767380167	0.7879933583770797
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	MYEOV	0.6872952117045577	0.5304237703150775	0.6413927967893016	0.3639987644056763	0.6088594910098175	0.502695780597489
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	FGF19	0.6418315416871764	1.1209833251612378	1.4402869390899218	0.47929427195526114	0.881407433424207	0.9597906055225914
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	CPT1A	0.9280982899231389	0.9345596062206433	0.6955882382785777	1.0583010407565532	0.9313289480718911	0.8769446395175655
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	MRPL21	0.9818871388955607	0.6900245211525392	1.0380021927931649	1.0998991892805494	0.8359558300240499	1.0689506910368571
220629_CohesinTapseq_g10_pool_7	chr11:69064046-69065281	chr11	ORAOV1	1.2813569593430316	0.23423334334944707	0.5159718074775428	1.0261847018918113	0.7577951513462393	0.7710782546846771
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	CCND1	0.9495602668818081	1.0207014022604426	0.8606041892350038	0.918924702729049	0.9851308345711254	0.8897644459820264
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	CTTN	0.9646864575871872	1.1165566888481357	0.9617156924361628	0.8938658847055961	1.0406215732176616	0.9277907885708795
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	ANO1	0.510763791440025	0.54053838879302	1.2900917694960032	0.38747452967305795	0.5256510901165226	0.8387831495845306
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	FADD	0.991885909717901	0.9944112453767853	0.8021875494454035	0.9503221592606519	0.9931485775473432	0.8762548543530277
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	PPFIA1	0.8542547534703775	0.9196567770400086	1.074600150288085	1.0895832658342912	0.886955765255193	1.082091708061188
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	IGHMBP2	0.8111492217607432	1.0841103439081317	0.8359112286406283	0.5899362309615944	0.9476297828344374	0.7129237298011113
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	MYEOV	0.5641802366637824	0.6428955496937829	0.42987959958664085	0.3685524084937281	0.6035378931787827	0.3992160040401845
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	FGF19	1.1026809110833362	1.4107079117549486	0.7928502479508758	0.8075897440509298	1.2566944114191423	0.8002199960009028
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	CPT1A	0.967739869140261	1.2004122131064772	0.9397431738893379	0.9807300361843898	1.0840760411233692	0.9602366050368638
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	MRPL21	0.9900391626942552	0.869550077194229	1.0224470055355368	1.0022689427104443	0.9297946199442422	1.0123579741229904
220629_CohesinTapseq_g10_pool_8	chr11:69064046-69065281	chr11	ORAOV1	1.4132882859053684	0.7559460532078491	1.3009552587016198	1.1800155764244193	1.0846171695566087	1.2404854175630196
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	CCND1	0.9657371304551488	0.8308228109969372	0.768602290516869	0.7967552536571181	0.8982799707260429	0.7826787720869935
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	CTTN	1.1381958647427686	1.0239619274959355	0.91337980108037	0.890646151462315	1.081078896119352	0.9020129762713425
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	ANO1	0.5591090608046322	1.7470517294588186	0.4511818803171047	0.868812905284559	1.1530803951317254	0.6599973928008318
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	FADD	1.082919225515598	1.0027589033567068	1.1747107121090017	1.0406810872406522	1.0428390644361523	1.107695899674827
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	PPFIA1	0.8443609580999211	1.171814276447127	0.9418562350576072	0.5479248791341134	1.008087617273524	0.7448905570958603
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	IGHMBP2	1.0207679414010835	1.5800366716834824	1.033385652744334	1.2890962131672026	1.300402306542283	1.1612409329557682
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	MYEOV	0.8363766564502758	0.6948431156086677	0.2484495470468114	0.24482266348157905	0.7656098860294718	0.24663610526419522
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	FGF19	0.364136334146355	0.85574548038002	1.1529881386474665	1.3778922699099376	0.6099409072631875	1.265440204278702
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	CPT1A	1.1675667014129756	1.1531176551000502	0.9862784155046193	0.8588004165619523	1.1603421782565129	0.9225394160332858
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	MRPL21	0.998202828753465	0.9214640320750999	1.0042333444695983	0.9057170117244234	0.9598334304142824	0.9549751780970108
220629_CohesinTapseq_g10_pool_9	chr11:69064046-69065281	chr11	ORAOV1	1.413375445182794	1.0273474352917942	0.7178051995194232	1.0265929703551049	1.2203614402372942	0.8721990849372641
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	CCND1	0.8157102807656358	0.9710201842454738	0.8800106792874763	1.109156715781669	0.8933652325055548	0.9945836975345728
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	CTTN	0.7841194085806735	0.9782945808345213	0.9659568472790333	1.1048274840773278	0.8812069947075973	1.0353921656781806
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	ANO1	1.2289055204518988	0.4289724332054145	0.8370345458643408	0.0	0.8289389768286567	0.4185172729321704
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	FADD	1.0804664249827176	1.0965639545545407	1.019183894599872	0.963155608049405	1.0885151897686292	0.9911697513246385
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	PPFIA1	0.701455094959091	1.3040379342529276	0.9118624862901511	0.9978620286125491	1.0027465146060093	0.9548622574513501
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	IGHMBP2	1.7403765531150042	0.9112678056857263	1.424112063160906	1.5992440582668082	1.3258221794003653	1.5116780607138571
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	MYEOV	0.6069868220901634	0.8342523238919035	0.5730165155395383	1.4842038544531861	0.7206195729910334	1.0286101849963623
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	FGF19	0.9307683579740232	1.2827144338547902	0.6229508316208926	0.5467549291465672	1.1067413959144068	0.5848528803837298
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	CPT1A	0.8283455398201279	1.092087546940496	0.9655812870460247	0.8493597882810892	0.960216543380312	0.907470537663557
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	MRPL21	0.8819691899900062	1.1642954148477378	0.9260510874575282	1.0277677337564723	1.023132302418872	0.9769094106070002
220629_CohesinTapseq_g10_pool_10	chr11:69064046-69065281	chr11	ORAOV1	0.7501511650215951	0.8824534957491552	1.1024016618586026	0.4573342181196807	0.8163023303853751	0.7798679399891416
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	CCND1	0.9360825579108638	1.017189438778085	1.0181763146071396	0.8545664831423301	0.9766359983444745	0.9363713988747349
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	CTTN	1.000378981836896	0.9855070247679243	1.0638995811703864	1.0371838214828866	0.9929430033024101	1.0505417013266365
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	ANO1	0.6476542570899863	0.3529520020044549	0.5894542511512693	0.8060957272506728	0.5003031295472206	0.697774989200971
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	FADD	1.0778757943052792	0.9091576370831306	0.9518582141418938	1.0024637645447227	0.9935167156942049	0.9771609893433082
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	PPFIA1	1.0722584041502936	0.8715394901916796	1.0417099710352795	0.6752177881952902	0.9718989471709867	0.8584638796152848
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	IGHMBP2	0.9838774580155023	1.1251140887250524	1.1770699468168662	0.9244138398798794	1.0544957733702773	1.0507418933483728
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	MYEOV	1.0525441775233098	0.9178121166954285	0.8641921034483888	1.0505831258306486	0.9851781471093691	0.9573876146395187
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	FGF19	1.4814615602031018	0.8260599541511396	0.7356238975735004	1.9999440863740099	1.1537607571771207	1.367783991973755
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	CPT1A	1.041293260886633	1.0139000644371998	1.0035011388175934	1.1535769084310135	1.0275966626619164	1.0785390236243035
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	MRPL21	0.9172615539128964	0.8999732867966103	0.9135541684608536	1.0917836798869258	0.9086174203547533	1.0026689241738898
220629_CohesinTapseq_g10_pool_11	chr11:69167427-69167927	chr11	ORAOV1	0.9948757788753718	0.6466706744875816	0.9106463415334665	1.0155093363411225	0.8207732266814767	0.9630778389372945
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	CCND1	0.8500557788500711	1.1061572376842725	0.7686765543321747	0.7456254842372919	0.9781065082671718	0.7571510192847333
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	CTTN	0.8732640308017379	0.977832249290162	0.9632543973134857	1.0959785847252634	0.92554814004595	1.0296164910193746
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	ANO1	0.9866204687303917	0.0	0.0	0.0	0.49331023436519583	0.0
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	FADD	0.8465640287046151	0.9335125837417961	0.8311757434448823	0.9581802738813633	0.8900383062232056	0.8946780086631227
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	PPFIA1	1.0750931454019659	0.8396216267495961	1.2055024489109047	0.9404425003532901	0.9573573860757809	1.0729724746320974
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	IGHMBP2	1.1053016567051457	1.0071917234589933	0.5765611698163816	1.2665394220558606	1.0562466900820695	0.921550295936121
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	MYEOV	1.154217798861263	0.5956815179724233	0.9967456334073734	0.6998491583759757	0.8749496584168431	0.8482973958916746
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	FGF19	1.2039676953306921	0.8766332334565667	0.5007879618949128	1.1485820858175193	1.0403004643936296	0.824685023856216
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	CPT1A	0.9564083603558279	1.357348423017136	1.2602380246449505	0.8839231376673047	1.156878391686482	1.0720805811561276
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	MRPL21	1.0752491916212983	1.0417674604078533	1.027556631874769	1.154875041523299	1.0585083260145758	1.091215836699034
220629_CohesinTapseq_g10_pool_12	chr11:69167427-69167927	chr11	ORAOV1	1.2634563899121072	0.7656709690944211	1.2695319732031398	0.3356896335939852	1.0145636795032642	0.8026108033985625
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	CCND1	1.0102218063984323	1.0389272803137155	0.786452665886967	1.3242663284273088	1.0245745433560738	1.0553594971571378
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	CTTN	1.1360682862689067	1.0158197808242373	0.9792595980877814	1.002428084003964	1.075944033546572	0.9908438410458728
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	ANO1	1.8128112523408146	0.3816181544515173	0.23236608935585548	2.478620719907363	1.097214703396166	1.3554934046316092
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	FADD	1.0468786791367857	1.0466195437926955	0.7952205997111522	1.070820848289896	1.0467491114647407	0.9330207240005242
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	PPFIA1	0.7969531714357373	1.0842314893417735	0.9786189909651081	0.935529802549697	0.9405923303887553	0.9570743967574025
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	IGHMBP2	0.8658792511305831	1.3468203392875189	1.2709570266081345	0.8156123135997657	1.1063497952090509	1.04328467010395
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	MYEOV	0.7564207975152453	0.9236612241969374	0.7669970142080145	1.0263483292679039	0.8400410108560914	0.8966726717379592
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	FGF19	1.252808698041163	1.045128223115062	0.7507219831719293	0.7903006675587837	1.1489684605781125	0.7705113253653565
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	CPT1A	1.0970863990088393	1.061021953244517	0.8746741194817748	1.1457147761546893	1.0790541761266783	1.010194447818232
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	MRPL21	1.0427784100049533	0.9150988920256846	1.0780179215206862	0.9190720962534572	0.978938651015319	0.9985450088870718
220629_CohesinTapseq_g10_pool_13	chr11:69167427-69167927	chr11	ORAOV1	1.0899522896676619	0.8064241122681786	1.0509148642333102	0.9233635602170258	0.9481882009679202	0.987139212225168
220629_CohesinTapseq_g10_pool_14	chr11:69167427-69167927	chr11	CCND1	0.8875436972831654	0.9962790737338946	0.9494853031591828	0.8760363622992657	0.9419113855085299	0.9127608327292243
220629_CohesinTapseq_g10_pool_14	chr11:69167427-69167927	chr11	CTTN	1.0412641075873543	1.0460943069303856	1.035791396947675	0.9304390771074627	1.04367920725887	0.9831152370275689
220629_CohesinTapseq_g10_pool_14	chr11:69167427-69167927	chr11	ANO1	0.5968020062410373	0.41079905199339245	0.5917412471797565	0.6456129108713978	0.5038005291172148	0.6186770790255771
